trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
108,False,"{'a': 0.8, 'e': 0.7972925783865465}",25,0,-41.49323993787648,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
109,False,"{'a': 0.8, 'e': 0.7936566907195313}",20,13,-1.2265222767326078,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.8, 'e': 0.7899922314973651}",25,0,-74.28960194520815,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
111,False,"{'a': 0.8, 'e': 0.7862993326401839}",25,0,-12.007428986761635,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
112,False,"{'a': 0.8, 'e': 0.7825781270919481}",20,0,-85.41370538998935,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
113,False,"{'a': 0.8, 'e': 0.7788287488156552}",25,13,-40.59679287075136,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
114,False,"{'a': 0.8, 'e': 0.7750513327885183}",20,9,-76.23970902133588,"{0: 5, 1: 3, 2: 1, 3: 1, 4: 1}",1
115,False,"{'a': 0.8, 'e': 0.7712460149971065}",20,0,-135.7613415178944,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
116,False,"{'a': 0.8, 'e': 0.7674129324324493}",20,0,-88.10866443477418,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
117,False,"{'a': 0.8, 'e': 0.7635522230851051}",20,1,-54.34795813408211,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
118,False,"{'a': 0.8, 'e': 0.7596640259401933}",30,0,-114.61992841644256,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
119,False,"{'a': 0.8, 'e': 0.7557484809723913}",20,0,-34.58608391566598,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
120,False,"{'a': 0.8, 'e': 0.751805729140895}",30,0,-140.8315426896907,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
121,False,"{'a': 0.8, 'e': 0.7478359123843445}",20,0,-136.3436487531418,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
122,False,"{'a': 0.8, 'e': 0.7438391736157144}",30,0,-120.57622110791155,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
123,False,"{'a': 0.8, 'e': 0.7398156567171688}",25,0,-79.28959062814596,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
124,False,"{'a': 0.8, 'e': 0.7357655065348812}",30,3,-224.56858015398268,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 4}",1
125,False,"{'a': 0.8, 'e': 0.7316888688738209}",25,0,-65.72757987412331,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
126,False,"{'a': 0.8, 'e': 0.7275858904925034}",30,0,-186.16620414905856,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
127,False,"{'a': 0.8, 'e': 0.7234567190977075}",25,0,-66.34702239191114,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
128,False,"{'a': 0.8, 'e': 0.7193015033391573}",20,4,-7.458722893024055,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
129,False,"{'a': 0.8, 'e': 0.7151203928041714}",25,0,-58.981244499045076,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
130,False,"{'a': 0.8, 'e': 0.7109135380122773}",25,0,-115.34793940697878,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
131,False,"{'a': 0.8, 'e': 0.7066810904097935}",25,7,-120.58636679792987,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 3}",1
132,False,"{'a': 0.8, 'e': 0.7024232023643764}",20,3,-12.359593545323937,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
133,False,"{'a': 0.8, 'e': 0.6981400271595357}",20,7,-85.4416962820189,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
134,False,"{'a': 0.8, 'e': 0.6938317189891162}",25,0,-81.40461078826385,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
135,False,"{'a': 0.8, 'e': 0.6894984329517471}",20,8,-63.314091765636746,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
136,False,"{'a': 0.8, 'e': 0.6851403250452572}",20,14,-55.103558226065466,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 1}",1
137,False,"{'a': 0.8, 'e': 0.6807575521610609}",25,0,-90.18489631482687,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
138,False,"{'a': 0.8, 'e': 0.6763502720785085}",25,2,-128.80967838135928,"{0: 13, 1: 3, 2: 3, 3: 3, 4: 1}",1
139,False,"{'a': 0.8, 'e': 0.671918643459207}",20,4,-64.01232393486745,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
140,False,"{'a': 0.8, 'e': 0.6674628258413082}",20,0,-16.097839598405024,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
141,False,"{'a': 0.8, 'e': 0.662982979633765}",25,13,-49.74518612224504,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
142,False,"{'a': 0.8, 'e': 0.6584792661105568}",20,0,-134.38663566235164,"{0: 9, 1: 0, 2: 9, 3: 1, 4: 1}",0
143,False,"{'a': 0.8, 'e': 0.6539518474048845}",20,11,-29.480249157880237,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
144,False,"{'a': 0.8, 'e': 0.6494008865033324}",30,0,-54.53560586933652,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
145,False,"{'a': 0.8, 'e': 0.6448265472400012}",20,0,-86.8168037260228,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
146,False,"{'a': 0.8, 'e': 0.6402289942906106}",25,0,-83.20932844661671,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
147,False,"{'a': 0.8, 'e': 0.6356083931665704}",30,0,-37.18519860931894,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
148,False,"{'a': 0.8, 'e': 0.6309649102090216}",25,0,-34.309001681559856,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
149,False,"{'a': 0.8, 'e': 0.6262987125828494}",30,19,-4.107109341698947,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.8, 'e': 0.6216099682706645}",20,0,-70.21135002344347,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
151,False,"{'a': 0.8, 'e': 0.6168988460667556}",25,16,9.518310411553594,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.8, 'e': 0.6121655155710133}",20,0,-46.91902322079464,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
153,False,"{'a': 0.8, 'e': 0.6074101471828243}",20,0,-157.54701931779107,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
154,False,"{'a': 0.8, 'e': 0.6026329120949369}",20,0,-33.05813210365143,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
155,False,"{'a': 0.8, 'e': 0.5978339822872982}",20,2,-15.755921062594124,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
156,False,"{'a': 0.8, 'e': 0.5930135305208634}",30,0,-78.67777273394763,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
157,False,"{'a': 0.8, 'e': 0.588171730331375}",20,0,-96.15586680047244,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
158,False,"{'a': 0.8, 'e': 0.5833087560231173}",20,0,-6.601843833227373,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
159,False,"{'a': 0.8, 'e': 0.57842478266264}",20,0,-50.379802219963594,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
160,False,"{'a': 0.8, 'e': 0.5735199860724567}",20,14,8.355948576977557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.8, 'e': 0.5685945428247149}",25,8,-32.310435755571824,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
162,False,"{'a': 0.8, 'e': 0.5636486302348395}",30,0,-10.552763723380785,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
163,False,"{'a': 0.8, 'e': 0.5586824263551495}",20,8,-41.411834408148145,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
164,False,"{'a': 0.8, 'e': 0.5536961099684484}",25,1,-34.87058175265748,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
165,False,"{'a': 0.8, 'e': 0.5486898605815876}",30,0,-172.27839497201992,"{0: 22, 1: 0, 2: 2, 3: 3, 4: 3}",0
166,False,"{'a': 0.8, 'e': 0.5436638584190043}",20,11,17.64553361585318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.8, 'e': 0.5386182844162335}",25,3,-44.421873457569575,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 0}",1
168,False,"{'a': 0.8, 'e': 0.5335533202133944}",20,0,-26.00822479709647,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
169,False,"{'a': 0.8, 'e': 0.5284691481486514}",20,0,0.6466196221437491,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
170,False,"{'a': 0.8, 'e': 0.5233659512516496}",25,5,-40.37744202532682,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
171,False,"{'a': 0.8, 'e': 0.5182439132369262}",25,0,-41.377865384165,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
172,False,"{'a': 0.8, 'e': 0.5131032184972966}",25,17,10.708689575986025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.8, 'e': 0.507944052097216}",25,3,-106.28116311393089,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 2}",1
174,False,"{'a': 0.8, 'e': 0.5027665997661179}",25,0,-57.31725801054712,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
175,False,"{'a': 0.8, 'e': 0.497571047891727}",25,11,3.0078662942866137,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
176,False,"{'a': 0.8, 'e': 0.4923575835133496}",25,8,-1.5148543486689974,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.8, 'e': 0.4871263943151402}",20,12,1.9320945574611086,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.8, 'e': 0.48187766861934506}",20,7,-80.63931996370161,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
179,False,"{'a': 0.8, 'e': 0.47661159537952236}",25,9,-37.11354843915494,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 0}",1
180,False,"{'a': 0.8, 'e': 0.47132836417373997}",20,11,-16.904343232113128,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
181,False,"{'a': 0.8, 'e': 0.46602816519775075}",25,0,13.97064804849673,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
182,False,"{'a': 0.8, 'e': 0.46071118925814536}",20,0,18.420521557762758,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.8, 'e': 0.45537762776548346}",30,0,12.05349283985419,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
184,False,"{'a': 0.8, 'e': 0.45002767272740274}",20,13,3.9405532156360783,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.8, 'e': 0.44466151674170673}",20,11,0.36009473252571045,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.8, 'e': 0.43927935298943144}",25,5,23.506290294288547,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.8, 'e': 0.43388137522789066}",30,19,9.358052728961471,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 0.42846777778370077}",25,12,-86.03014328753292,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
189,False,"{'a': 0.8, 'e': 0.42303875554578513}",30,0,-93.39571731970092,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
