trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.8, 'e': 0.6097905754324502}",25,3,-75.99123572427915,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 2}",1
184,False,"{'a': 0.8, 'e': 0.6058201566434629}",20,7,-34.0112108972025,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 0}",1
185,False,"{'a': 0.8, 'e': 0.6018345923821126}",30,0,-83.23066938571415,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
186,False,"{'a': 0.8, 'e': 0.5978339822872982}",20,16,8.63277421598834,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8, 'e': 0.5938184263740639}",25,0,-46.51055482210515,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
188,False,"{'a': 0.8, 'e': 0.5897880250310983}",25,2,-103.13088025346995,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 2}",1
189,False,"{'a': 0.8, 'e': 0.5857428790182249}",20,0,-111.72392905087148,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
190,False,"{'a': 0.8, 'e': 0.5816830894638835}",20,0,-56.594366724881645,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
191,False,"{'a': 0.8, 'e': 0.5776087578626015}",25,1,-29.249893854058307,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 0.5735199860724567}",25,0,-10.557826964599228,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
193,False,"{'a': 0.8, 'e': 0.5694168763125309}",20,9,-54.228493704225265,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
194,False,"{'a': 0.8, 'e': 0.5652995311603544}",20,0,-173.47383817772248,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
195,False,"{'a': 0.8, 'e': 0.5611680535493415}",20,8,-32.936329412445986,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
196,False,"{'a': 0.8, 'e': 0.5570225467662173}",25,0,-161.97833332217078,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
197,False,"{'a': 0.8, 'e': 0.5528631144484356}",20,0,-52.657016313331056,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
198,False,"{'a': 0.8, 'e': 0.5486898605815876}",20,12,6.937370219363861,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 0.5445028894968027}",25,0,-93.48982829868237,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
200,False,"{'a': 0.8, 'e': 0.5403023058681398}",25,19,1.7562518584802889,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 0.5360882147099708}",20,2,-6.75918940725527,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 0.5318607213743555}",25,3,-59.492134447633276,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
203,False,"{'a': 0.8, 'e': 0.5276199315484067}",20,0,-54.69414710562981,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
204,False,"{'a': 0.8, 'e': 0.5233659512516496}",20,0,-34.38199497599284,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
205,False,"{'a': 0.8, 'e': 0.5190988868333698}",25,0,-106.21702009504811,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
206,False,"{'a': 0.8, 'e': 0.5148188449699553}",35,0,-78.09376303129821,"{0: 23, 1: 5, 2: 6, 3: 1, 4: 0}",0
207,False,"{'a': 0.8, 'e': 0.5105259326622303}",20,6,-14.770090622406563,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 0.5062202572327784}",20,0,-36.56516851352445,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
209,False,"{'a': 0.8, 'e': 0.5019019263232615}",20,0,1.5150795010642957,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
210,False,"{'a': 0.8, 'e': 0.497571047891727}",20,7,-17.6248338241116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
211,False,"{'a': 0.8, 'e': 0.4932277302099105}",25,0,-68.62002920517604,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
212,False,"{'a': 0.8, 'e': 0.48887208186052755}",25,0,-38.541324600051986,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
213,False,"{'a': 0.8, 'e': 0.4845042117345603}",25,0,-6.594580858818434,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
214,False,"{'a': 0.8, 'e': 0.48012422902853413}",30,0,-186.14268256246416,"{0: 20, 1: 1, 2: 3, 3: 3, 4: 3}",0
215,False,"{'a': 0.8, 'e': 0.4757322432417888}",20,16,6.731309584118048,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 0.47132836417373997}",20,9,-31.678156267678165,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.8, 'e': 0.4669127019211353}",25,0,-18.569909163502896,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
218,False,"{'a': 0.8, 'e': 0.4624853668753008}",20,0,20.452712176283292,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.8, 'e': 0.45804646971938234}",20,2,-51.473841406335175,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 0}",1
220,False,"{'a': 0.8, 'e': 0.4535961214255773}",35,20,-34.147867033607646,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 0.8, 'e': 0.4491344332523616}",20,0,-33.17251907651234,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
222,False,"{'a': 0.8, 'e': 0.44466151674170673}",25,17,16.724774320708875,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 0.440177483716293}",25,1,-39.059418307157905,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
224,False,"{'a': 0.8, 'e': 0.43568244627671204}",20,0,-13.972222060385967,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
225,False,"{'a': 0.8, 'e': 0.4311765167986662}",25,0,-73.11086269337758,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
226,False,"{'a': 0.8, 'e': 0.42665980793015723}",25,16,14.100702329489877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.422132432588672}",25,0,0.9160370385734042,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
228,False,"{'a': 0.8, 'e': 0.41759450395835795}",20,0,4.892070200979264,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
229,False,"{'a': 0.8, 'e': 0.4130461354871949}",25,17,16.195188994522983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 0.40848744088415717}",30,0,-61.868720886842674,"{0: 23, 1: 2, 2: 2, 3: 3, 4: 0}",0
231,False,"{'a': 0.8, 'e': 0.40391853411637296}",20,0,-17.430435270591023,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
232,False,"{'a': 0.8, 'e': 0.3993395294062732}",20,5,-27.78129048892705,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
233,False,"{'a': 0.8, 'e': 0.39475054122873704}",30,23,15.23900541789935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 0.3901516843082303}",30,20,18.849372149287206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.385543073615936}",25,0,-33.078283178800085,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
236,False,"{'a': 0.8, 'e': 0.3809248243668818}",25,9,15.528680487897848,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.3762970520170581}",25,13,-56.074427785707535,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
238,False,"{'a': 0.8, 'e': 0.371659872260533}",35,17,19.49174627205918,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.3670134010265584}",20,12,-4.785310179082369,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 0.3623577544766736}",25,7,-72.76624611229866,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
241,False,"{'a': 0.8, 'e': 0.3576930490017995}",25,1,-29.988248287139307,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
242,False,"{'a': 0.8, 'e': 0.35301940121933034}",30,12,18.2702594249136,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.8, 'e': 0.348336927970217}",20,10,-26.41248385383216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.8, 'e': 0.34364574631604705}",25,14,19.84815332147619,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.3389459735361172}",30,23,3.6342561309949954,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.3342377271245026}",20,4,-21.5185058235709,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.32952112478711787}",25,11,-15.711183624313385,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.8, 'e': 0.32479628443877623}",25,1,-31.60714886376145,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
249,False,"{'a': 0.8, 'e': 0.32006332420023986}",30,12,-62.542920886521166,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.3153223623952687}",25,11,-1.1332256318818112,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 0.3105735175476604}",30,4,-91.42664158986318,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 2}",1
252,False,"{'a': 0.8, 'e': 0.3058169083782893}",25,15,-33.413780281682115,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
253,False,"{'a': 0.8, 'e': 0.3010526538021365}",20,13,-28.279969565226594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.8, 'e': 0.2962808729253187}",25,15,19.237897703542227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.2915016850421088}",30,15,8.17712151050096,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.28671520963195546}",20,0,-3.856833886329596,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
257,False,"{'a': 0.8, 'e': 0.2819215663564944}",20,0,-31.04712215840358,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
258,False,"{'a': 0.8, 'e': 0.2771208750565576}",30,14,31.53918501394187,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 0.272313255749178}",20,4,4.426274367436856,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.26749882862458735}",25,9,30.890021965304953,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.26267771404321355}",20,3,-79.18345339452569,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
262,False,"{'a': 0.8, 'e': 0.2578500325326696}",20,10,14.786617059589226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.25301590478474223}",25,5,4.372711587291197,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.8, 'e': 0.2481754516523729}",30,7,-16.63800942450344,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 0.24332879414663827}",20,0,24.372467514619462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.8, 'e': 0.23847605343372313}",20,5,14.464909929256821,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.23361735083189297}",25,0,-29.894549409641698,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
268,False,"{'a': 0.8, 'e': 0.22875280780845939}",30,0,-23.031040268405107,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
269,False,"{'a': 0.8, 'e': 0.22388254597674498}",25,0,-55.95157297236598,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
270,False,"{'a': 0.8, 'e': 0.2190066870930415}",20,12,14.012802537397711,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.21412535305356747}",25,7,31.032452007112905,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.8, 'e': 0.20923866589141926}",30,0,-43.75543397558077,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
273,False,"{'a': 0.8, 'e': 0.2043467477735218}",30,0,-8.119410078676719,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
274,False,"{'a': 0.8, 'e': 0.19944972099757285}",20,3,-18.562987588326884,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.8, 'e': 0.19454770798898718}",30,13,20.528928188626146,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.18964083129783424}",25,0,8.518994644708723,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.1847292135957762}",25,18,13.197648481402052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 0.17981297767299934}",25,20,10.401201339583167,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 0.17489224643514614}",20,6,-37.33733493128626,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
280,False,"{'a': 0.8, 'e': 0.16996714290024081}",20,2,7.038170351788522,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.16503779019561562}",20,0,6.946903899578629,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
282,False,"{'a': 0.8, 'e': 0.16010431155483126}",30,20,16.006954007653672,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.15516683031459658}",30,4,14.040683522284759,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.15022546991168584}",30,20,-7.072280698225897,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.14528035387985133}",20,2,-21.505088506807102,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.8, 'e': 0.1403316058467367}",20,8,10.018731002751899,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.13537934953078465}",30,1,-13.14205663391544,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 1}",1
288,False,"{'a': 0.8, 'e': 0.13042370873814554}",20,10,19.07267443342993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.12546480735958065}",30,13,-18.363920982647514,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.8, 'e': 0.1205027693673666}",20,15,1.9830331159713903,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 0.11553771881219435}",20,16,7.84688916660671,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 0.11056977982006957}",25,10,1.3566462860729096,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.8, 'e': 0.10559907658920793}",30,16,-1.5777770154456385,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.8, 'e': 0.10062573338693172}",30,19,-21.035036096726426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
295,False,"{'a': 0.8, 'e': 0.09564987454656154}",25,17,13.457997354948983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.09067162446430967}",20,15,9.922674949165103,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 0.08569110759616845}",25,13,22.347243575100023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 0.08070844845480062}",25,6,31.428204710335436,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 0.07572377160642475}",25,16,15.939812035309423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 0.0707372016677029}",20,0,22.849104056813324,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.8, 'e': 0.06574886330262336}",30,21,14.786542278938622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.8, 'e': 0.0607588812193859}",35,15,36.0872892230575,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.8, 'e': 0.05576738016728225}",25,15,18.85992704501308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 0.05077448493357918}",30,6,37.42389087728137,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 0.04578032034039706}",20,14,4.229943327813497,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 0.040785011241591035}",20,14,7.566573856714678,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 0.03578868251962797}",20,5,29.198129330287284,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,8,19.916779799074313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,8,36.010860514002665,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,9,30.243506112327616,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,11,24.989764608029162,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,8,22.99123877355421,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,11,23.6501796737706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,9,17.377899355299967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,14,24.903702996897543,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,10,30.125414330671273,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,5,30.17559646711036,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
