trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
73,False,"{'a': 0.8, 'e': 0.9341237611646731}",25,1,-94.27347849168738,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
74,False,"{'a': 0.8, 'e': 0.9323273456060345}",25,0,-147.48410254630613,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
75,False,"{'a': 0.8, 'e': 0.9305076219123143}",20,0,-139.62062699456334,"{0: 11, 1: 1, 2: 3, 3: 4, 4: 1}",0
76,False,"{'a': 0.8, 'e': 0.9286646355765102}",25,0,-221.82183914379138,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 5}",0
77,False,"{'a': 0.8, 'e': 0.9267984326731847}",30,0,-20.393913159118853,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
78,False,"{'a': 0.8, 'e': 0.9249090598573131}",20,0,-150.5733851864105,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
79,False,"{'a': 0.8, 'e': 0.9229965643631173}",20,5,-141.66239259026005,"{0: 7, 1: 2, 2: 2, 3: 2, 4: 2}",1
80,False,"{'a': 0.8, 'e': 0.9210609940028851}",25,0,-78.28522864655385,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
81,False,"{'a': 0.8, 'e': 0.9191023971657747}",25,0,-79.97547955480678,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
82,False,"{'a': 0.8, 'e': 0.9171208228166051}",35,0,-115.81459707595218,"{0: 20, 1: 3, 2: 10, 3: 2, 4: 0}",0
83,False,"{'a': 0.8, 'e': 0.9151163204946318}",20,0,-124.0989176555569,"{0: 10, 1: 5, 2: 1, 3: 3, 4: 1}",0
84,False,"{'a': 0.8, 'e': 0.9130889403123083}",25,0,-97.20983205308258,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
85,False,"{'a': 0.8, 'e': 0.9110387329540337}",20,0,-120.10777887008739,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
86,False,"{'a': 0.8, 'e': 0.9089657496748851}",20,5,-48.36784546746956,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
87,False,"{'a': 0.8, 'e': 0.9068700422993367}",20,0,-30.30607374745977,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
88,False,"{'a': 0.8, 'e': 0.9047516632199635}",20,0,-46.69139093046182,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
89,False,"{'a': 0.8, 'e': 0.9026106653961321}",20,0,-24.685982907815976,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",1
90,False,"{'a': 0.8, 'e': 0.9004471023526769}",25,0,-97.46929055627093,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
91,False,"{'a': 0.8, 'e': 0.8982610281785611}",25,0,-87.29118676994796,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
92,False,"{'a': 0.8, 'e': 0.8960524975255253}",25,0,-104.56327493094594,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
93,False,"{'a': 0.8, 'e': 0.8938215656067205}",20,0,-122.35269128290061,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
94,False,"{'a': 0.8, 'e': 0.8915682881953289}",20,0,-121.61326446573283,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
95,False,"{'a': 0.8, 'e': 0.8892927216231682}",30,0,-148.76615654120562,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
96,False,"{'a': 0.8, 'e': 0.8869949227792842}",25,0,-170.5206944243254,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
97,False,"{'a': 0.8, 'e': 0.8846749491085283}",20,0,-113.01564563546711,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
98,False,"{'a': 0.8, 'e': 0.8823328586101216}",30,0,-120.52904676017971,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
99,False,"{'a': 0.8, 'e': 0.8799687098362042}",20,8,-8.21319379336937,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
100,False,"{'a': 0.8, 'e': 0.8775825618903728}",25,0,-184.91916310699565,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
101,False,"{'a': 0.8, 'e': 0.8751744744262013}",20,0,-142.8389528660815,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
102,False,"{'a': 0.8, 'e': 0.8727445076457513}",20,0,-88.16036560467877,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.8, 'e': 0.8702927222980654}",20,12,-34.581479816603206,"{0: 4, 1: 0, 2: 4, 3: 0, 4: 0}",1
104,False,"{'a': 0.8, 'e': 0.8678191796776499}",25,0,-238.80678301403233,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
105,False,"{'a': 0.8, 'e': 0.8653239416229412}",20,0,-100.64640077489223,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
106,False,"{'a': 0.8, 'e': 0.862807070514761}",30,0,-37.67260310713415,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
107,False,"{'a': 0.8, 'e': 0.8602686292747557}",20,0,-16.55107272705049,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
108,False,"{'a': 0.8, 'e': 0.8577086813638242}",25,0,-91.3854620357721,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
109,False,"{'a': 0.8, 'e': 0.8551272907805307}",25,0,-47.99662758053429,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
110,False,"{'a': 0.8, 'e': 0.8525245220595057}",20,0,-44.89194842291803,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
111,False,"{'a': 0.8, 'e': 0.8499004402698315}",25,3,-61.48025198756035,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
112,False,"{'a': 0.8, 'e': 0.8472551110134161}",30,12,-118.50790001045799,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 2}",1
113,False,"{'a': 0.8, 'e': 0.8445886004233532}",25,0,-85.40837461762123,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
114,False,"{'a': 0.8, 'e': 0.8419009751622687}",20,0,-80.53477466668755,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
115,False,"{'a': 0.8, 'e': 0.8391923024206541}",20,0,-48.333892097962135,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
116,False,"{'a': 0.8, 'e': 0.8364626499151869}",20,0,-78.17111602045661,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
117,False,"{'a': 0.8, 'e': 0.8337120858870376}",25,0,-86.78625290507446,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
118,False,"{'a': 0.8, 'e': 0.8309406791001634}",20,9,-32.864387586814054,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
119,False,"{'a': 0.8, 'e': 0.8281484988395901}",20,0,-21.37319186951265,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
120,False,"{'a': 0.8, 'e': 0.8253356149096783}",25,12,-22.01483048988583,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
121,False,"{'a': 0.8, 'e': 0.82250209763238}",20,0,-129.85640570469113,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
122,False,"{'a': 0.8, 'e': 0.8196480178454795}",25,0,-140.703933344139,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
123,False,"{'a': 0.8, 'e': 0.8167734469008229}",35,0,-111.06561845140106,"{0: 24, 1: 4, 2: 4, 3: 2, 4: 1}",0
124,False,"{'a': 0.8, 'e': 0.8138784566625339}",20,0,-43.510738976221575,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
125,False,"{'a': 0.8, 'e': 0.8109631195052179}",30,15,-40.34205587186188,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 0}",1
126,False,"{'a': 0.8, 'e': 0.8080275083121519}",25,11,-36.167123302481144,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
127,False,"{'a': 0.8, 'e': 0.8050716964734628}",20,0,-61.6385551058845,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
128,False,"{'a': 0.8, 'e': 0.8020957578842927}",20,0,-178.35975152989556,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
129,False,"{'a': 0.8, 'e': 0.7990997669429512}",25,0,-134.99338186491377,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
130,False,"{'a': 0.8, 'e': 0.7960837985490559}",20,0,-75.62187360761718,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
131,False,"{'a': 0.8, 'e': 0.7930479281016595}",20,10,-26.158314187145123,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
132,False,"{'a': 0.8, 'e': 0.7899922314973651}",20,0,-125.02318686795607,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
133,False,"{'a': 0.8, 'e': 0.7869167851284287}",25,6,-90.27908698198145,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 1}",1
134,False,"{'a': 0.8, 'e': 0.7838216658808492}",20,0,-56.444643157392775,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
135,False,"{'a': 0.8, 'e': 0.7807069511324468}",20,0,-79.96283617466571,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
136,False,"{'a': 0.8, 'e': 0.7775727187509279}",25,0,-68.56367233844507,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
137,False,"{'a': 0.8, 'e': 0.7744190470919388}",25,0,-44.551463085776135,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
138,False,"{'a': 0.8, 'e': 0.7712460149971065}",25,3,-123.30317448365174,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 2}",1
139,False,"{'a': 0.8, 'e': 0.7680537017920686}",20,0,0.28108110585463963,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
140,False,"{'a': 0.8, 'e': 0.7648421872844884}",20,0,-25.15369775047077,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
141,False,"{'a': 0.8, 'e': 0.7616115517620617}",25,14,-40.709992769135674,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.8, 'e': 0.7583618759905082}",20,0,-117.28523392901809,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
143,False,"{'a': 0.8, 'e': 0.7550932412115529}",20,0,-165.4634940082292,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
144,False,"{'a': 0.8, 'e': 0.751805729140895}",35,0,-154.63567591730836,"{0: 24, 1: 4, 2: 3, 3: 1, 4: 3}",0
145,False,"{'a': 0.8, 'e': 0.7484994219661651}",20,9,-40.832537561721594,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
146,False,"{'a': 0.8, 'e': 0.7451744023448704}",25,0,-78.35596757135183,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
147,False,"{'a': 0.8, 'e': 0.7418307534023283}",20,0,-125.78609568518482,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
148,False,"{'a': 0.8, 'e': 0.7384685587295879}",20,0,-100.01490045554159,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
149,False,"{'a': 0.8, 'e': 0.7350879023813413}",20,0,-23.26646241189084,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
150,False,"{'a': 0.8, 'e': 0.7316888688738209}",20,0,-47.76817370811684,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
151,False,"{'a': 0.8, 'e': 0.7282715431826874}",20,0,-112.76634320009812,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
152,False,"{'a': 0.8, 'e': 0.7248360107409052}",25,0,-76.90403724586942,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
153,False,"{'a': 0.8, 'e': 0.7213823574366063}",25,0,-85.27428722071494,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
154,False,"{'a': 0.8, 'e': 0.7179106696109434}",25,0,-88.56111414948785,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
155,False,"{'a': 0.8, 'e': 0.7144210340559314}",20,1,-107.0858991854502,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 1}",1
156,False,"{'a': 0.8, 'e': 0.7109135380122773}",30,7,1.030390605362462,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.8, 'e': 0.7073882691671998}",20,11,-8.83861763386953,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
158,False,"{'a': 0.8, 'e': 0.7038453156522362}",25,9,-40.65561184604627,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.8, 'e': 0.7002847660410397}",25,0,-168.69155559139412,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
160,False,"{'a': 0.8, 'e': 0.6967067093471655}",25,0,-80.05737566390764,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
161,False,"{'a': 0.8, 'e': 0.6931112350218442}",25,0,-112.93709700679976,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
162,False,"{'a': 0.8, 'e': 0.6894984329517471}",25,0,-84.7972086324967,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
163,False,"{'a': 0.8, 'e': 0.6858683934567373}",20,8,-81.3067707634095,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 1}",1
164,False,"{'a': 0.8, 'e': 0.6822212072876136}",20,0,-86.67347870655664,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
165,False,"{'a': 0.8, 'e': 0.6785569656238399}",20,5,-4.934328175136062,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.8, 'e': 0.6748757600712672}",25,9,-67.9065505713353,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 1}",1
167,False,"{'a': 0.8, 'e': 0.6711776826598423}",25,0,-109.32530910207292,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
168,False,"{'a': 0.8, 'e': 0.6674628258413082}",25,13,21.34663349575397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.8, 'e': 0.6637312824868916}",25,0,-8.31512359575792,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
170,False,"{'a': 0.8, 'e': 0.6599831458849822}",20,0,-21.533755498249583,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
171,False,"{'a': 0.8, 'e': 0.6562185097387998}",20,0,-76.0304850473263,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
172,False,"{'a': 0.8, 'e': 0.6524374681640519}",20,14,4.020883764570266,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.8, 'e': 0.648640115686581}",20,0,-139.7447524545223,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
174,False,"{'a': 0.8, 'e': 0.6448265472400012}",20,12,9.073590568091364,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.8, 'e': 0.6409968581633252}",25,7,-42.18729787923916,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.8, 'e': 0.6371511441985802}",25,0,-2.6421810897525497,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
177,False,"{'a': 0.8, 'e': 0.6332895014884152}",20,8,17.784025620382078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.8, 'e': 0.6294120265736969}",20,0,-114.7507460796526,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
179,False,"{'a': 0.8, 'e': 0.6255188163910961}",25,0,-20.382095181179707,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
180,False,"{'a': 0.8, 'e': 0.6216099682706645}",20,0,-28.447260475522775,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
181,False,"{'a': 0.8, 'e': 0.6176855799334017}",20,0,-94.92822109834574,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
182,False,"{'a': 0.8, 'e': 0.6137457494888116}",25,1,-121.15193721568654,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 2}",1
183,False,"{'a': 0.8, 'e': 0.6097905754324502}",25,0,-51.25865881111738,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
