trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.8, 'e': 0.6058201566434629}",20,0,-60.5249759764295,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
185,False,"{'a': 0.8, 'e': 0.6018345923821126}",25,0,-126.10435476071123,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
186,False,"{'a': 0.8, 'e': 0.5978339822872982}",30,11,-111.87411142273287,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 2}",1
187,False,"{'a': 0.8, 'e': 0.5938184263740639}",20,0,1.265137877045551,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
188,False,"{'a': 0.8, 'e': 0.5897880250310983}",20,0,1.86566170515608,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
189,False,"{'a': 0.8, 'e': 0.5857428790182249}",20,0,-90.57608805035649,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
190,False,"{'a': 0.8, 'e': 0.5816830894638835}",20,3,-49.9051231992429,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
191,False,"{'a': 0.8, 'e': 0.5776087578626015}",30,24,12.559320417927836,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 0.5735199860724567}",20,0,-54.789060069729345,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
193,False,"{'a': 0.8, 'e': 0.5694168763125309}",30,10,-27.228261610212567,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
194,False,"{'a': 0.8, 'e': 0.5652995311603544}",20,0,-20.601329250172757,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
195,False,"{'a': 0.8, 'e': 0.5611680535493415}",25,0,-88.35833255005286,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
196,False,"{'a': 0.8, 'e': 0.5570225467662173}",20,4,-32.90608383547153,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
197,False,"{'a': 0.8, 'e': 0.5528631144484356}",20,0,-88.6696371705433,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
198,False,"{'a': 0.8, 'e': 0.5486898605815876}",25,0,-35.658872331348334,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
199,False,"{'a': 0.8, 'e': 0.5445028894968027}",20,6,-41.02650564794804,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
200,False,"{'a': 0.8, 'e': 0.5403023058681398}",25,8,16.717606644384194,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 0.5360882147099708}",25,0,5.883451582567598,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
202,False,"{'a': 0.8, 'e': 0.5318607213743555}",25,0,-81.15254106363692,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
203,False,"{'a': 0.8, 'e': 0.5276199315484067}",25,3,-11.640137532694975,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 0.5233659512516496}",20,12,-10.936615422639722,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.8, 'e': 0.5190988868333698}",20,0,-66.03901015875034,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
206,False,"{'a': 0.8, 'e': 0.5148188449699553}",20,0,-26.66300190335318,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
207,False,"{'a': 0.8, 'e': 0.5105259326622303}",25,7,-33.58069793209812,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
208,False,"{'a': 0.8, 'e': 0.5062202572327784}",25,7,-77.01847962089043,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
209,False,"{'a': 0.8, 'e': 0.5019019263232615}",20,1,7.3852741322437625,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 0.497571047891727}",20,0,-9.27005775138052,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
211,False,"{'a': 0.8, 'e': 0.4932277302099105}",25,18,-27.130144125158242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.8, 'e': 0.48887208186052755}",20,0,-42.199775156429475,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
213,False,"{'a': 0.8, 'e': 0.4845042117345603}",20,0,-60.75223681500637,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
214,False,"{'a': 0.8, 'e': 0.48012422902853413}",35,0,-53.65205647788941,"{0: 29, 1: 2, 2: 2, 3: 1, 4: 1}",0
215,False,"{'a': 0.8, 'e': 0.4757322432417888}",35,0,-93.49743993867472,"{0: 24, 1: 3, 2: 7, 3: 0, 4: 1}",0
216,False,"{'a': 0.8, 'e': 0.47132836417373997}",20,11,0.7874200412289356,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 0.4669127019211353}",30,19,-5.85230765949089,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 0.4624853668753008}",20,8,-2.4712880613269075,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.8, 'e': 0.45804646971938234}",35,18,-2.6017031177367698,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
220,False,"{'a': 0.8, 'e': 0.4535961214255773}",30,1,-25.163749190720697,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 0}",1
221,False,"{'a': 0.8, 'e': 0.4491344332523616}",35,17,-6.145438475453894,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
222,False,"{'a': 0.8, 'e': 0.44466151674170673}",25,0,-28.120574804018545,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
223,False,"{'a': 0.8, 'e': 0.440177483716293}",30,0,-46.73136984901495,"{0: 24, 1: 0, 2: 4, 3: 2, 4: 0}",0
224,False,"{'a': 0.8, 'e': 0.43568244627671204}",30,22,0.9769203811086855,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.4311765167986662}",30,20,11.291731994808123,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.42665980793015723}",20,0,-31.878888518092147,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
227,False,"{'a': 0.8, 'e': 0.422132432588672}",25,0,-13.428984481460223,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
228,False,"{'a': 0.8, 'e': 0.41759450395835795}",25,0,-77.26582697796593,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
229,False,"{'a': 0.8, 'e': 0.4130461354871949}",20,0,-9.170235241247802,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
230,False,"{'a': 0.8, 'e': 0.40848744088415717}",20,5,-30.12572423759928,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.8, 'e': 0.40391853411637296}",20,11,-5.317077974218984,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 0.3993395294062732}",25,9,-15.877936743584293,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
233,False,"{'a': 0.8, 'e': 0.39475054122873704}",20,0,-107.613800851674,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
234,False,"{'a': 0.8, 'e': 0.3901516843082303}",25,11,-28.298142704882505,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
235,False,"{'a': 0.8, 'e': 0.385543073615936}",20,2,-73.84787339159192,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
236,False,"{'a': 0.8, 'e': 0.3809248243668818}",25,10,8.325122425686,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.3762970520170581}",30,10,26.647973490289218,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.371659872260533}",30,23,0.6986741137947632,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.3670134010265584}",25,6,-8.825626521697696,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.8, 'e': 0.3623577544766736}",20,0,-40.18645717911433,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
241,False,"{'a': 0.8, 'e': 0.3576930490017995}",30,12,-24.332112017846885,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.8, 'e': 0.35301940121933034}",25,0,-6.624038048868334,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
243,False,"{'a': 0.8, 'e': 0.348336927970217}",25,8,-28.37773841824346,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.8, 'e': 0.34364574631604705}",30,21,4.9612231918286085,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.3389459735361172}",20,0,26.93027848465786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.8, 'e': 0.3342377271245026}",30,7,-56.06090513810564,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
247,False,"{'a': 0.8, 'e': 0.32952112478711787}",30,0,29.125163162501114,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
248,False,"{'a': 0.8, 'e': 0.32479628443877623}",20,0,8.797884201806784,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
249,False,"{'a': 0.8, 'e': 0.32006332420023986}",25,5,13.79799776097465,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.3153223623952687}",30,0,-40.10348325912163,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
251,False,"{'a': 0.8, 'e': 0.3105735175476604}",20,7,-20.408164089904467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.8, 'e': 0.3058169083782893}",25,0,-12.446825995247089,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
253,False,"{'a': 0.8, 'e': 0.3010526538021365}",30,0,0.32105930079971134,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
254,False,"{'a': 0.8, 'e': 0.2962808729253187}",20,6,-9.54324528554303,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.2915016850421088}",20,16,5.749571269828802,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.28671520963195546}",25,11,14.899056887120347,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.2819215663564944}",30,8,-42.744146680417856,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.2771208750565576}",25,15,-42.93005445915857,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.8, 'e': 0.272313255749178}",25,5,-19.272141005501272,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
260,False,"{'a': 0.8, 'e': 0.26749882862458735}",20,16,7.312712165351776,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.26267771404321355}",20,1,-10.203470956975385,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.8, 'e': 0.2578500325326696}",30,2,7.945810599398339,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.25301590478474223}",25,0,-32.691252606789334,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
264,False,"{'a': 0.8, 'e': 0.2481754516523729}",20,7,-38.737591455483184,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
265,False,"{'a': 0.8, 'e': 0.24332879414663827}",20,11,14.592902416459243,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.23847605343372313}",25,11,4.957585367088216,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.23361735083189297}",20,14,9.664251223838937,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.22875280780845939}",20,0,20.52275218662134,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.8, 'e': 0.22388254597674498}",20,12,13.332993261863603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.2190066870930415}",20,12,-20.69930477208418,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.21412535305356747}",30,5,11.681583145577049,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.8, 'e': 0.20923866589141926}",20,7,-17.438428235961744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
273,False,"{'a': 0.8, 'e': 0.2043467477735218}",20,0,-20.461632916195008,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
274,False,"{'a': 0.8, 'e': 0.19944972099757285}",20,7,24.30159481247273,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 0.19454770798898718}",30,24,11.423806925784842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.18964083129783424}",25,17,-29.003777906346148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.8, 'e': 0.1847292135957762}",30,0,-12.27168012337257,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.8, 'e': 0.17981297767299934}",25,0,29.53433196236197,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
279,False,"{'a': 0.8, 'e': 0.17489224643514614}",20,16,9.442677585788164,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 0.16996714290024081}",20,3,29.070624798557862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.16503779019561562}",25,15,11.89771636784136,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.16010431155483126}",25,4,6.102857377620424,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.15516683031459658}",25,0,-6.015036921122752,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
284,False,"{'a': 0.8, 'e': 0.15022546991168584}",20,0,28.08178445894994,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.8, 'e': 0.14528035387985133}",25,19,11.904312371094761,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.1403316058467367}",20,5,13.226030348820773,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.13537934953078465}",20,11,18.552640128551744,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.13042370873814554}",25,10,-26.010565318357344,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
289,False,"{'a': 0.8, 'e': 0.12546480735958065}",20,6,14.79310907038154,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 0.1205027693673666}",20,0,21.34799015583267,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.8, 'e': 0.11553771881219435}",25,11,12.57389011851031,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 0.11056977982006957}",30,0,45.41875223080344,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.8, 'e': 0.10559907658920793}",30,13,-33.14603240354152,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.8, 'e': 0.10062573338693172}",25,11,29.205869566343818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 0.09564987454656154}",25,11,21.980754945337374,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.09067162446430967}",30,21,15.763871273925322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 0.08569110759616845}",30,12,25.292823673621992,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 0.08070844845480062}",35,21,-30.972082196849353,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
299,False,"{'a': 0.8, 'e': 0.07572377160642475}",25,0,25.680620028239424,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
300,False,"{'a': 0.8, 'e': 0.0707372016677029}",25,0,26.110840477962267,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
301,False,"{'a': 0.8, 'e': 0.06574886330262336}",35,26,12.117005441550942,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.8, 'e': 0.0607588812193859}",20,8,22.05009967515156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.8, 'e': 0.05576738016728225}",25,14,20.091635224874327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 0.05077448493357918}",20,12,16.471111523163263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 0.04578032034039706}",25,14,-22.39763782088302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1,True,"{'a': 0, 'e': 0}",25,17,17.782805776627722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,13,27.533980918342948,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,17.66937631210143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,0,45.62978040349732,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,7,21.582359591092324,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,0,29.755118170081403,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",30,18,10.940498804421587,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,7,20.03576147957036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,16,7.443115482511546,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,15,19.372205695489363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
